Dim1,Dim2,Label
-1.1233375,-0.90294504,2
-1.6339427,0.37303355,3
-0.09354548,-2.0303202,2
2.985057,-0.2725495,7
28.112581,-2.659137,1
-0.29788426,-0.37827837,8
14.250418,-1.1904403,1
0.18264842,-0.8446146,8
14.266796,-0.8317295,1
-0.28858736,-0.42830306,8
-0.11743367,-0.4060066,5
-5.481077,-0.48184288,0
-0.7293887,-0.58294606,8
6.695491,3.7163906,9
-0.17968866,-1.180226,2
-1.0965272,-0.015955508,5
-6.7055383,4.4344087,0
30.13272,0.5097427,1
7.0894933,-2.1159909,1
28.022926,2.93594,1
-8.164496,13.048123,0
0.08661294,-0.0061759055,9
-3.5223846,2.7185478,0
-0.21786533,-0.08433731,3
13.862259,-1.0675056,1
-1.2585188,10.035082,6
7.771358,3.2720108,4
-0.05467692,-2.6284664,2
-1.1961691,-0.6740322,3
0.35473323,2.517557,6
14.961976,-4.6673903,1
21.475904,-1.0193458,1
15.013296,-2.905696,1
-0.6914134,-0.1847103,3
8.074859,3.3202405,9
-1.5791261,0.6679835,5
-0.55951184,-3.1639173,2
3.0517411,1.3073015,9
4.600611,2.850615,4
-0.796417,38.360058,5
2.4987168,1.1606771,9
3.3554275,-0.4178782,3
6.677357,2.3933783,9
-2.8232572,4.3592834,0
-0.64820653,-0.6085461,3
-0.2618327,20.0578,6
1.542386,41.54308,5
-3.2958803,7.8782177,5
29.906227,10.9570875,7
-0.25995418,-0.74254286,2
2.1650453,4.982413,2
36.37601,27.537144,7
18.19632,-5.0116673,1
0.15066066,-1.7831063,2
0.050737713,-0.24547638,8
9.484156,4.2995625,4
16.447712,-3.9439564,1
19.35276,10.666296,7
-0.9593455,-0.7028601,3
-0.5385495,-0.5749736,3
0.13493359,-0.50269216,8
0.3016004,-0.1428669,8
3.046239,-0.2949999,7
5.013468,2.6469083,9
-0.09818821,-1.0840559,2
-0.2712531,-2.144026,2
6.692858,3.9593334,4
18.990778,-0.5977175,1
-0.8450047,-0.24018645,5
-0.6528455,-0.00694637,9
9.27627,40.32389,8
11.975084,4.289237,7
0.14189745,-0.829675,2
-2.3094301,3.4707272,3
-5.113414,0.9221239,0
0.7565193,7.5190005,4
5.4756,3.6536021,4
0.039998382,-1.3549355,2
5.530116,2.1747532,4
21.805367,-0.6963978,1
6.6687126,2.6918414,9
-0.7959939,-0.43694365,5
25.306358,10.829621,7
4.1925163,-0.106659845,7
0.07206249,-1.3788754,2
-0.09437202,-0.797686,8
-1.1866404,-2.78886,2
-3.4497333,1.5477316,6
1.3875657,-3.7006469,8
2.790431,-1.6479448,5
27.418726,8.914553,7
21.686283,11.575041,7
2.2732797,0.11166787,9
13.522282,-0.18482317,1
-2.275562,4.413231,8
11.886855,-0.34843338,1
-1.3678586,-0.015740275,8
-10.969063,4.889655,0
-0.97560984,0.037206024,3
-3.1429436,2.408785,0
18.212893,-0.5533451,1
8.187979,4.4284277,9
3.3396177,1.6577864,9
4.749474,2.6191745,4
16.923485,-1.9914765,1
0.13110542,-0.4314736,8
-0.49982303,-1.0770544,2
17.47009,-0.7970123,1
0.044862226,-1.6282852,2
9.336951,6.544261,9
2.674859,-0.25489846,7
-2.4732933,61.15441,5
3.3778236,1.72404,9
-0.20091571,-1.4636909,2
0.48208213,7.4522233,6
1.7857507,1.834184,4
17.674276,-2.6490142,1
-1.1288477,0.68901,5
-0.076160654,0.040008727,8
-0.62946665,-1.2656319,2
4.11274,1.6578268,9
-0.143499,-1.2436562,2
-3.3161771,2.4293113,0
3.3858893,1.4699926,4
-6.785016,4.077526,0
-8.9673815,3.7567198,0
-0.36896116,-1.827371,2
-0.50932086,-0.5280429,8
5.3833075,11.801984,4
12.499319,4.939915,7
22.000525,-0.7820834,1
3.2232444,6.181153,2
14.347549,7.7332306,4
-4.4809713,0.24123311,0
-0.06385645,-1.2985198,2
2.9156358,-0.27538747,7
9.094958,5.762277,4
-0.64864826,-0.29350966,3
-0.90286666,-0.17917284,3
-5.061871,2.48418,0
-3.7177405,3.2428174,0
-1.5842791,0.70623446,3
16.428574,-0.2720384,1
6.1005006,3.9248118,9
-0.8574052,11.017065,6
-25.917866,97.80587,5
-1.7752564,-0.8085452,2
-2.0832243,0.5204798,5
7.011491,-0.3028494,9
1.0064124,-0.757738,2
5.1784573,1.793763,9
-0.50865173,-0.59018856,3
-2.6745732,3.1424255,0
9.666205,13.505638,4
-0.16734459,-1.3350383,2
-4.964987,4.257492,0
16.058064,8.679092,7
13.038289,-0.86297214,1
16.205877,-0.8656174,1
0.014919937,-1.2938436,2
11.869607,-1.0998497,1
0.09937538,-0.516824,5
-1.0673916,-0.3185492,3
-0.3960872,-0.45069408,3
3.7696605,1.6087013,9
31.23772,14.753191,7
-2.1739578,0.30908963,8
0.6397364,5.791817,6
-2.4709308,7.233777,5
1.2307472,5.137967,6
20.222433,-1.3573616,1
-1.8480856,-0.23649177,3
-0.23918001,-0.2010198,8
12.27505,-0.4626548,1
-3.1856966,6.6768327,0
-1.0250683,1.5695114,5
19.573984,-2.7119918,1
0.16907799,-0.045785747,3
20.22654,2.012629,1
-0.43891853,-0.0959166,5
-4.045381,1.3819312,5
0.064049244,3.588916,6
11.6931505,-5.8264327,1
1.5126442,-1.8910127,8
-1.4954803,2.0325518,5
13.234175,-1.0220613,1
29.32285,8.765828,7
7.4313946,3.2702293,9
2.0016217,1.7036908,4
0.81551325,4.238952,6
0.1128152,-0.013610415,2
-0.038873732,-1.0388907,2
-0.79146254,0.57035625,5
-3.1478407,4.873755,0
1.2601444,5.2087393,6
-1.2417022,0.5410925,5
0.96934664,6.5148106,6
-1.2213645,-0.51103365,3
20.08524,6.328908,7
-0.12021805,-1.154438,2
-3.0381117,1.1064954,0
0.10905412,-0.27581167,8
0.11744128,-0.37882626,8
-0.90738094,1.268373,5
9.13567,2.9816895,4
19.770927,-2.1943758,1
20.028858,-1.608033,1
4.5633736,2.4818602,4
-8.951774,2.5058026,0
8.911289,8.087808,3
-1.3277248,1.1474272,3
18.808361,10.023148,7
-0.69767106,5.030007,6
22.111263,-2.4519436,1
-1.9814786,5.1015987,6
-0.13186355,-1.3754231,2
16.063168,-6.083242,1
14.875617,6.274414,9
3.3494997,5.3798018,2
-0.3476764,-0.55217874,8
0.3119135,6.0533295,6
13.9820385,-1.5159851,1
8.86723,5.7000504,9
-1.0572498,-0.30886364,5
-0.52896357,-2.2789247,2
-0.8503713,-0.20454869,5
3.7617247,2.2992964,4
3.5766344,2.51719,4
-2.6928697,-2.9049969,2
0.21670686,-0.5616226,8
-1.9215038,0.8550842,3
7.4508533,8.203726,8
-0.3547191,-1.0633836,2
2.1326745,1.5587449,4
-2.0547574,1.1134434,5
-4.5395803,2.8169296,0
-1.7556155,-0.2401031,3
13.522156,-0.31195557,1
36.587433,12.403168,7
3.5353937,-0.7203001,7
-1.537784,1.1029816,5
49.860313,21.230856,7
6.5852075,1.960612,9
36.58501,14.961651,7
13.128811,-1.3159164,1
14.615182,6.936454,9
-1.014763,-2.2177074,2
17.09003,-0.6714373,1
7.403991,10.795931,4
-2.7960358,-2.360649,2
7.9963584,3.0783713,9
-0.18225746,-1.3921881,2
-4.246265,1.7797834,0
5.106891,2.1877143,4
15.740482,12.081053,9
23.171993,-1.0157777,1
5.0333,7.978278,4
0.12487925,-0.21516599,8
21.013113,-2.6297698,1
0.04392636,-0.39922225,8
0.09329723,-0.23484677,4
-2.607313,41.495766,5
7.663577,2.8395205,9
0.1530328,-0.552728,8
0.44976962,-0.9729064,8
-0.9281883,0.4323928,3
29.486301,15.083151,7
-2.1435745,6.6621947,6
-6.354695,3.1356862,0
-3.4348497,3.7152236,0
-1.5861276,1.1818057,3
-0.92669487,-0.41599607,0
1.0733938,-3.4208183,2
-18.655529,14.236541,6
-0.007854104,5.7901096,6
10.5558605,17.384768,4
-0.7041081,-0.6941711,9
-1.6657491,0.7432634,3
-0.81283647,-0.38565224,3
-0.61458594,-0.54818106,3
-0.021920994,-1.3476275,2
-1.5076423,-0.18445241,3
3.9535272,2.2780285,9
10.133818,-1.9135616,1
0.041227326,-0.67405635,2
-1.9866958,4.913132,6
0.32216793,-0.776054,8
-3.5372872,1.6257073,0
9.361339,4.3891096,5
1.2522329,3.4178925,6
0.7739749,3.7709274,6
0.14023733,3.513111,6
2.2885628,-1.1439989,3
-0.27058864,-0.43565884,8
1.1997346,-1.9863551,8
-0.030832395,-1.061744,2
1.599846,-1.4243165,7
-0.3053013,0.10502404,5
0.1724319,-0.8743651,8
10.6065445,5.3452034,9
0.9768201,3.585308,6
30.878515,-1.905877,1
-0.4669404,-0.46395597,8
1.5910039,2.0069613,4
20.882717,-1.560214,1
0.014629871,-2.9425886,2
-0.17026965,-0.39219207,5
-0.72876024,0.11593881,9
18.394522,-4.2917476,1
5.354662,1.9521681,9
45.049095,12.0198965,7
3.0644908,51.507805,5
7.683587,3.4376006,4
-3.224299,2.7970855,0
-0.36418754,0.98347104,8
5.9870286,3.0445447,9
14.833629,9.062002,9
16.665161,-2.4728997,1
-15.367915,10.878639,0
-0.6300695,-0.47964925,5
0.38223344,-3.7001731,2
-1.7110547,-0.03448215,3
41.17653,21.548927,7
-2.8493662,6.1288147,8
5.881492,2.0527542,9
2.979146,-0.111995555,4
-2.3097973,4.163477,0
0.6702101,7.9112988,6
-0.9457912,-0.28572828,3
3.3325121,2.368042,9
-5.0205092,13.703637,5
-1.2200847,-2.3005495,2
14.649486,-1.0537899,1
-0.38073862,-0.6788903,3
18.419178,-5.000318,1
-0.9343745,1.3760843,3
-0.6469377,-0.43420184,6
-0.7177,-0.39524728,5
5.671821,3.4585702,7
1.4603243,-0.9796441,4
-0.020334393,-1.2110171,2
2.2245803,7.43816,2
1.2110116,2.546627,6
-0.038104646,-0.4249532,3
1.8379037,6.4865036,2
0.26209712,5.08237,6
-0.409285,-0.29832304,5
12.136478,4.5309434,4
1.0685207,-1.5227616,8
7.2972383,2.0177765,9
4.110929,1.7459859,7
10.010464,-6.4413834,1
-1.5321261,0.61033195,3
-3.5705538,-0.36813146,0
-1.3728355,-0.17242068,3
-2.0854592,-0.08528012,8
-0.86048007,0.69296724,3
17.35196,-0.722822,1
6.529648,1.9240302,9
1.042537,7.833823,3
6.493049,2.2153096,4
3.730776,2.5286121,4
0.40059006,6.4159384,6
3.7192602,3.3162906,4
-0.047985464,-0.8776253,2
18.254704,-2.658925,1
1.051453,-1.4809189,8
-1.5860876,-3.3663557,2
-0.3649571,-0.32548264,5
4.7634506,2.8641706,4
-0.025986023,-0.49530086,8
0.17301668,-0.03069171,8
4.072041,2.109852,4
-2.8602295,-0.67555,0
-4.604754,1.8237908,0
0.5513942,-3.4688857,2
-2.94071,8.07563,3
-2.717954,-2.3433537,2
6.5703926,1.7551737,7
5.269156,-0.45076272,7
-2.0715628,4.566103,0
-0.65711945,-0.5206553,8
25.220573,14.931465,7
7.3215923,7.99975,4
2.752495,2.7774556,4
14.5406065,4.8672676,7
11.902798,5.2547026,9
0.90674055,2.4387977,6
13.4619,8.808563,9
-10.139447,3.9301133,0
5.616404,2.8108935,9
0.28840917,-0.8805743,8
-2.769962,1.9077873,0
14.33622,6.893362,4
0.8041177,9.349197,6
-1.7827668,-0.285304,0
0.6215838,5.660985,6
-0.6565633,0.20468952,3
-0.60118777,-0.1969166,5
8.107846,3.776968,4
-0.092979744,-0.48015496,8
-2.0206754,1.3515663,3
-0.9302303,-0.8441472,3
9.38258,3.421515,9
-0.67613417,-0.4667342,3
0.07860929,-0.30362415,3
0.41887265,-1.3996316,3
18.669428,16.998978,7
0.43982893,-1.300459,8
-4.188064,1.3944823,0
-0.2878147,-0.9735014,8
0.4652815,-1.1136092,2
18.34166,0.740175,1
26.311337,8.897144,7
-3.2197416,-0.3804254,0
0.8819932,4.5186095,6
-0.9646193,0.29209593,5
5.7986126,2.0159338,4
-1.6559036,-0.15470877,3
-0.9586967,-0.4606914,8
-4.5976725,3.3444138,0
15.328728,9.405403,9
0.42445397,6.6709223,6
-1.4563607,0.8533322,3
-0.6770651,-0.5583629,8
-16.55571,10.912179,0
14.46559,5.8623486,9
3.6460834,1.5355632,9
0.41112792,5.394822,6
1.2956203,-1.0100403,8
0.97429276,2.4189901,6
-0.23632748,-0.47028202,8
-0.5833113,0.8923414,5
2.6190386,-1.26279,7
-0.8016161,-0.6509104,8
0.82877743,4.7735023,6
-3.4076614,-0.18611431,0
-0.029987067,-0.854211,2
0.30273652,8.194176,4
-5.455204,2.3643494,0
3.5675502,1.7799294,2
0.5842966,-1.159521,2
5.374884,-0.34525463,3
14.053272,-6.7833614,1
5.7538943,1.9222956,9
13.753067,12.86974,7
-1.1626512,0.7844626,5
0.57086366,-0.16972233,1
-3.6664944,2.4120965,0
0.17092328,-0.4504557,8
5.3489485,3.1186755,4
-0.12379563,7.449344,6
0.23894751,-1.2421454,2
-0.8996907,4.4564586,6
31.899654,26.453072,7
3.5379388,0.17221442,9
3.8780065,1.2577811,3
2.3063812,7.900591,2
4.7362604,1.9236324,9
0.25362468,-0.65323627,8
-1.0447817,-2.0098243,2
-0.25220644,-2.606945,2
3.232225,1.9451687,9
0.7266051,-1.2662991,2
52.67893,20.286255,7
-1.4076784,0.63651395,3
-2.029063,64.79716,5
12.789867,7.3862276,9
19.600716,1.2526072,1
-0.62197244,-0.4576629,8
-25.058668,21.529783,0
-0.122400686,-1.4116712,2
-3.4322674,3.2858543,0
-2.5403562,6.8129177,5
0.8625814,7.598137,2
15.853583,0.16579595,1
-1.2664148,0.4561488,3
20.383484,7.6097097,7
-0.63022256,9.041952,6
34.289673,13.357361,7
18.423887,-0.9669594,1
-0.09656729,-1.0638026,2
-2.4948218,0.7055843,5
0.31661555,-0.97475743,8
-5.932962,2.225773,0
-1.223406,-0.08242485,3
39.70041,19.381824,7
1.3111637,-0.10578871,2
6.874385,3.5255723,4
-2.692988,6.8582478,0
5.120521,1.8271567,9
16.338667,-0.8366618,1
1.650504,-4.2644463,8
0.95112014,2.478928,6
19.413437,12.056223,7
3.8550382,-0.44908035,7
6.0697775,1.8493319,4
-0.014706306,-0.3546766,3
13.05006,28.691418,4
1.9314805,1.7948146,9
16.534067,-2.1428742,1
9.460129,15.918782,9
-0.88925326,-0.60436225,5
20.95267,-1.5579345,1
46.907196,37.13971,7
-2.143525,0.79238325,3
4.1186457,2.0297902,9
4.038399,-0.20347846,7
0.6140654,3.9778385,6
4.0698595,2.0626416,9
16.094551,-0.6646875,1
-0.6896018,-0.45407102,3
3.7187352,1.0996082,7
1.2030282,-1.7726657,8
-0.29026145,-0.3330741,3
-0.5276001,-0.01742351,3
0.18192673,7.9550714,6
12.595524,5.89055,7
-0.028400734,-3.4201198,2
0.15469095,-0.02549205,8
9.800875,17.70852,5
-0.523349,-0.58455014,8
1.306987,-1.8610158,5
12.760885,-1.8988173,1
20.505613,-0.87832236,1
5.4832945,2.5990763,4
5.57525,3.8963385,4
0.11423079,-0.25446057,3
27.90459,2.204505,1
-6.990419,5.914649,0
1.4185963,-0.549832,7
18.144932,5.671458,7
-6.284782,6.739002,0
27.213877,10.940307,7
5.2320194,1.7821776,9
12.446192,6.0105968,4
5.6895556,2.4437656,4
0.32941157,-1.1080198,8
-2.0043206,2.1267583,5
-2.0281382,2.058276,5
6.23173,2.0511656,4
-2.8229527,-0.17687774,0
-1.202409,0.07657549,8
0.14097762,-1.910945,2
17.570354,-2.30719,1
-2.2307718,1.7974894,0
0.2795524,-0.8920554,8
2.302836,2.127111,4
-1.7536,0.2841866,5
-4.366049,0.063661814,0
3.913831,2.4383783,4
-2.5950918,3.955326,0
0.91759753,5.290568,6
19.259768,-2.4839935,1
10.971384,4.256582,7
-0.10333842,-0.18881711,3
0.14816596,-0.4597652,2
-2.262906,7.7789464,6
62.858044,16.430885,7
2.3160129,6.525956,2
0.7883775,2.6339047,6
3.544187,1.2718832,9
-2.5297496,6.5830235,3
22.240862,-0.66225445,1
3.0741825,2.4931312,4
0.038965225,3.1224036,6
0.088328816,-0.94364476,2
-2.7584906,6.091674,5
5.6988897,1.822912,4
0.64125335,-0.43917683,2
-7.934408,5.1897078,0
0.23126078,7.8522882,6
-2.878575,-2.3445718,2
10.886537,-2.9981394,1
18.121212,8.036178,7
-0.42005286,-0.109675676,3
4.9385653,2.1147704,4
25.212318,-3.4673207,1
-3.124561,-0.29757458,0
-1.2526302,-0.01739642,5
8.834123,4.4016657,4
-0.58984375,-0.5160697,3
15.526172,-2.1511164,1
26.28201,-0.9608548,1
5.3692408,1.0626721,7
7.4676466,3.3571045,4
10.870909,6.63688,9
1.2795748,-0.15962467,9
11.284357,10.868664,4
2.2457123,8.873,8
2.4948423,2.1759498,4
-9.1831455,-0.059616804,0
2.825594,6.7987404,2
8.397833,3.7476974,4
-0.606219,-0.028129295,5
15.761747,-4.547109,1
15.876336,-1.3596697,1
0.29893303,7.217541,6
6.1859474,4.8003044,4
26.10041,8.980156,7
16.16742,-0.2942524,1
6.7811127,2.4343312,9
7.0053535,2.090173,4
-0.08113454,-1.2204424,2
2.431273,1.3581642,4
17.491398,0.34208187,1
-1.080573,0.7161694,5
-0.11521077,8.398103,5
-2.0411973,1.3373398,3
-1.1127394,0.76489496,8
-1.5713203,0.59172046,3
22.780653,-1.5144631,1
2.9718466,1.6156499,4
-1.4908342,0.6014565,5
0.7663069,5.696412,6
-0.38029122,0.12630135,8
7.698141,3.0670598,9
3.9080787,1.767887,4
14.810902,-1.7703089,1
-0.09659579,0.20765716,5
-1.3606107,0.06418377,3
-0.13938029,-0.14031827,8
-4.956544,4.9988246,0
13.819108,3.6543643,3
-1.2538782,-2.9788482,2
0.59327495,-0.55039096,5
23.338535,1.584852,1
-0.4696709,-2.4936254,2
-1.0979056,-0.11862129,8
-1.333028,1.0167794,3
5.1570024,3.1687598,4
3.1163673,2.1747026,4
-7.7242694,2.1698682,0
0.3473566,-1.0599006,8
-0.42270312,-0.087680176,8
-1.0944371,-0.12543064,3
-2.120739,1.4274709,3
25.80371,-2.2187705,1
2.962193,2.4600859,7
-0.7674675,-0.49381086,3
-1.7200046,1.4613461,5
10.720546,7.757043,9
0.7949736,6.972845,6
-0.9665567,-0.34683934,3
-0.059170663,-1.2925731,2
0.2495985,3.14013,6
24.004536,-1.4545755,1
-1.1560434,-0.60969687,3
-0.36445415,5.724573,6
-2.9313173,-0.12768418,0
66.38429,24.461601,7
0.117724925,-3.3230689,2
24.939976,-3.7137299,1
33.018303,13.130174,7
17.921486,-1.58943,1
11.265963,19.084665,4
0.20558158,-1.5364257,2
7.6997657,24.7198,4
-0.9155458,-1.962739,2
10.616528,-1.1040918,1
15.324714,7.0072937,7
10.730663,5.5263133,9
0.44309187,8.67121,6
14.914091,-2.4026742,1
15.665543,-3.8968384,1
-0.04938093,-0.882973,2
3.938158,1.8827214,4
-1.4211745,-0.62768567,8
8.927835,-2.220615,1
42.497993,14.897971,7
2.1226132,-0.6598012,7
3.2719202,2.1259146,4
-0.85129446,0.88480777,8
-6.7011614,5.4510646,0
38.46083,30.724865,7
-0.2460008,-0.20272674,3
16.484856,-4.657485,1
-1.3613142,-0.0761624,3
16.147675,-1.7504611,1
-3.7981336,5.670465,0
29.41048,11.90448,7
1.5016506,-1.189779,7
-4.3697376,2.3741207,0
-0.40610254,-0.082133204,3
-5.957979,16.950474,5
-0.9044093,-0.72740376,5
-1.7920002,-2.6480267,2
16.671432,7.9608746,7
0.22668755,4.1236043,6
0.93902886,4.5759544,6
5.443103,2.120776,9
-1.6334177,-3.0748377,2
-0.12412216,0.05361711,8
-0.6563868,-0.401462,3
-0.9247364,1.0808917,5
-0.051037446,-0.88932115,2
-0.82619655,-2.250227,2
-0.70111406,1.0059638,5
0.16463284,-0.5600994,6
-7.5929537,6.168493,0
-0.0106155425,-0.4497345,8
-0.70219564,-2.4266298,2
15.11022,17.95289,9
-1.8901267,-2.4686482,2
-1.4503516,0.026657999,8
-1.8462799,0.6949339,8
-1.0483942,0.31586584,8
0.20410074,-0.69808775,8
22.766735,30.905294,7
3.712281,1.2599518,4
13.112581,8.39855,9
-0.9055929,-0.4630144,3
-2.8192568,1.9742256,0
0.8083625,6.1112294,6
0.36961484,3.727157,6
-0.8503889,-0.58986354,3
-0.99018323,-3.0073872,2
15.670758,-1.034235,1
-0.8002902,-0.35763246,3
-0.0002477765,-1.3295991,2
-0.29987442,-1.5148928,2
4.432882,2.3219175,9
-1.7993801,0.75960886,3
-2.4326382,2.091754,0
-12.142399,10.873479,0
-0.3953903,-0.20712869,5
1.3046863,-0.3349135,7
-0.7769072,0.058072254,8
6.03098,-0.4116144,1
2.3497057,1.5488138,4
11.447596,3.2530327,4
0.7784455,4.0512686,6
-4.8249254,1.793936,0
2.6897154,7.1785603,2
5.6523657,2.8306684,9
14.64426,-3.5659184,1
8.656607,8.736558,4
34.60111,7.38931,7
6.182564,3.799184,4
23.38149,13.653152,7
-1.6486878,-0.45778063,3
2.8198066,1.5155329,9
1.111141,-1.6002449,8
-0.09117041,-0.53578657,8
4.779996,3.4590874,4
28.249477,11.709926,7
21.54376,-1.2540334,1
2.2833323,5.4409757,2
13.091584,-1.5712309,1
-1.02751,-2.9699206,2
0.16256835,-1.5266235,2
-1.0697389,-0.21844271,3
1.1327945,-1.4215189,2
-1.1538961,-0.17022032,3
-1.1569777,-1.283836,2
-1.1749777,-0.3367478,3
0.7114292,0.2306918,9
16.229982,-1.9938201,1
13.598181,16.063463,7
6.3358884,1.9931117,4
-3.5201142,0.00589931,0
-1.6927694,-0.13430753,3
-0.40899223,0.7082566,5
-2.5457542,52.7203,5
-0.879205,0.9980109,8
1.2487676,2.4023037,6
-0.9458147,-0.14734203,3
-0.92728114,-0.4224848,2
0.34002507,5.9923997,6
33.860516,15.771103,7
0.6541507,4.9960628,6
-2.0214138,14.348752,6
0.119830936,-0.23451234,3
-0.08094005,-1.3406125,2
4.5630226,-0.13495807,7
6.543828,2.5423183,8
18.844963,-0.6967041,1
27.568342,-0.85590005,1
0.9809818,-0.73555267,7
5.915367,2.5396628,5
1.0763723,3.9501688,6
11.393861,6.8044424,4
6.798101,1.9723175,9
-1.1243019,1.3707685,5
16.163773,3.3657875,1
-1.5411144,-0.21340951,3
-1.3667904,0.3466384,3
4.7050796,1.3654511,4
13.405328,14.316128,7
0.8165686,-1.6384141,8
12.554979,5.3004284,9
13.840675,-1.9514563,1
17.277796,-3.9882128,1
-4.29456,6.6967115,6
16.305698,10.650112,9
23.000422,-2.9061785,1
1.9698509,0.09141603,4
5.211154,4.1536117,4
-0.33361897,-0.19626611,5
3.7586799,1.8466796,4
-6.400521,-0.55817485,0
0.970654,3.1574352,6
-0.15533556,-1.3210682,2
1.7557244,6.9995546,2
0.07843557,-0.16603462,3
8.482831,-2.2159057,1
-0.57894707,-0.33081794,5
23.67144,-0.39369902,1
-0.3794813,-1.7540319,2
-5.203872,3.627567,0
0.16265476,-0.51508063,3
1.0271139,-1.5746843,8
20.612114,-1.3324187,1
0.21873732,-1.9404196,2
-0.35916567,7.0271516,6
26.409342,10.934664,7
