Dim1,Dim2,Label
-1.0297382,-0.6831882,5
20.375385,10.303305,7
-0.4289734,0.9552203,2
-1.0099664,1.5411556,2
37.443657,5.187016,7
35.94932,-36.93629,1
2.2184725,-44.416203,2
-0.031783193,-2.7883987,8
2.4635832,0.8328035,4
27.317768,-24.94548,1
7.687492,2.1941025,7
-0.7796174,-0.7885597,3
0.014269784,-1.0424688,3
0.06710905,-2.4757638,8
0.9693872,-3.186448,8
2.3079214,1.2058834,7
3.5446646,3.8662815,9
0.008210459,0.5780773,2
-0.2859267,0.72478384,2
4.400201,3.0257711,4
46.919735,-29.84899,1
-1.4697187,-1.8082459,5
-0.06568405,-3.6821423,9
2.599519,-3.3152332,8
1.9521551,1.9172196,7
0.06014765,0.48197055,2
0.81345034,2.921444,3
-9.361148,-8.592614,0
-0.032357246,1.9738773,4
5.5936456,4.725537,4
-0.16301067,0.38410437,2
3.1024144,3.019927,4
46.85476,-25.804735,1
3.3786144,3.1074586,9
-1.0409882,-1.0003526,5
25.246727,10.233032,7
1.8178991,1.547693,7
-0.077625796,0.34136778,2
-0.1704197,-1.437704,8
-0.7584673,0.98047626,2
-4.3767514,-3.2457495,6
2.3130975,-3.4478378,8
3.4884562,-1.7098513,5
28.290947,14.235377,7
4.122835,1.5323721,7
-0.30875233,-2.474032,9
44.91956,-28.933195,1
-1.8255826,-1.2156878,8
28.425669,-17.711128,1
-1.098373,-2.865684,8
-7.8642755,0.6818552,0
-1.141796,-3.102638,3
-2.7162313,-1.7965097,0
43.53106,-27.524231,1
4.2973375,2.6339998,9
3.6968741,5.6101923,9
4.4684744,4.3355474,4
34.92064,-26.478914,1
0.97137266,-2.9375186,8
-0.4443028,0.7431364,2
41.401703,-26.574173,1
-0.1122085,0.42548043,2
4.926844,1.6214833,9
1.1415195,0.13792872,7
3.8550563,-1.1682916,5
3.5028975,5.421843,9
-0.09379589,0.6278623,2
0.49856007,2.42272,6
8.164961,18.577896,4
33.798004,-26.48807,1
-0.8775765,-3.1020246,5
-0.46409148,-3.41797,8
-0.213106,0.26246008,2
3.091926,3.597887,9
-0.061722603,0.7314511,2
-2.727929,-2.150055,0
2.913909,4.440432,4
-9.726212,-2.90203,0
-10.168193,-4.3380833,0
-0.4405068,0.7294994,2
-0.031163514,-1.5152764,8
14.088641,-9.92781,4
2.1267147,1.6791844,7
61.595074,-37.475975,1
-0.029092858,0.6518651,2
2.734239,1.2446692,4
-8.256269,-7.845151,0
0.041534014,0.5831667,2
2.5876074,1.1530163,7
4.37834,2.1779928,4
-0.89885527,-1.9024502,3
-1.0796635,-2.138019,3
-5.064229,-2.9800692,0
-2.8765016,-1.092742,0
-1.8804429,-2.9299788,3
44.692387,-28.597153,1
4.835369,2.9066942,9
-0.0078062173,1.5967915,6
12.025796,-5.301358,5
-2.2087672,-1.6292076,2
-3.5856466,-4.5612726,5
22.03691,-14.076912,9
8.319549,1.6397245,2
-0.25318414,-2.5908265,9
-0.6106956,-1.1765006,3
-2.0930843,-2.2394984,0
5.935545,-0.062472105,4
-0.28021622,0.87953186,2
-4.2800655,-1.1721869,0
2.3360472,0.8953037,7
30.652733,-20.767303,1
34.459473,-23.279541,1
3.9165363,-53.40291,2
31.00042,-21.740114,1
0.33880827,-2.773334,5
-0.9111507,-1.6577891,3
0.028012872,-5.102011,3
2.9086213,4.4754853,9
32.097263,10.886952,7
-3.4264128,-4.469075,8
0.509257,3.3837912,6
0.29738593,1.3356309,5
1.9069729,3.9887657,6
47.17521,-32.595367,1
-1.5701077,-2.0320714,3
-0.24105617,-2.5470572,8
29.538488,-19.276812,1
-1.6668147,-0.6366396,0
0.44481516,-2.6280406,5
39.41282,-30.70592,1
2.2409537,2.2563226,3
44.485283,-22.04594,1
-0.16133904,-3.2914586,5
-5.37129,-5.281701,5
0.24381447,5.2741327,6
21.081486,-29.302979,1
1.8852215,-1.928175,8
-1.544704,-1.3626628,5
27.585457,-19.093613,1
6.167033,5.0445094,7
3.402635,2.4881868,9
8.944601,18.681513,4
1.3738303,5.376186,6
0.035473973,-2.7142634,2
0.10507977,0.6416978,2
-0.004002571,-3.6590662,5
-2.1149192,-0.91888404,0
0.8736839,3.7767544,6
-1.4733199,-3.553176,5
0.6405815,2.6440794,6
-1.064769,-0.95020175,3
1.8572366,1.9069766,7
0.11826829,0.7020261,2
-5.521714,-5.957464,0
0.045295984,-3.1599302,8
0.12379089,-2.8400168,8
0.6814445,-2.7958102,5
2.147643,1.7896655,4
50.164413,-37.580833,1
45.338734,-31.931408,1
4.2158766,4.5083776,4
-9.741678,-8.456874,0
6.1611214,6.2489634,3
-0.78181195,-2.6295803,3
12.146267,3.2682867,7
0.12417412,4.8332114,6
46.885204,-35.189407,1
-1.4187083,-0.8881316,6
0.022739882,0.62610227,2
25.113237,-28.984959,1
2.6883302,1.8598189,9
-1.4249704,1.8021008,2
1.3220482,-3.3648252,8
0.62493557,3.5019882,6
44.130047,-32.629642,1
4.1657333,1.8638873,9
-1.6541486,-1.8623948,5
-0.4025511,0.9577225,2
-1.640801,-2.0026066,5
3.7264538,5.7689877,4
1.1902149,4.9431825,4
-1.6246302,0.8457118,2
-0.329876,-2.233124,8
-1.6848402,-3.5066824,3
3.4411252,2.066342,8
-0.30724895,0.4132521,2
4.6296825,7.9984393,4
-2.9224057,-2.6173692,5
-4.2295,-2.895854,0
-1.3230442,-2.2669601,3
40.682346,-24.10763,1
36.840195,18.597832,7
2.480824,0.29007983,7
-0.38724396,-2.8343804,5
58.122066,22.193964,7
2.483333,2.879528,9
38.362633,15.274869,7
34.398613,-24.681362,1
2.96917,1.7443807,9
-0.5966779,0.7540479,2
38.403828,-24.90095,1
8.307215,-1.2227478,4
-0.9616514,0.3424396,2
3.0635853,2.881985,9
-0.06581926,0.60568345,2
-5.9841943,-4.0109034,0
1.7473903,3.6775808,4
2.89003,0.9653299,9
53.363503,-33.202488,1
2.9408324,-1.5840825,4
-0.20525265,-2.662023,8
39.123093,-30.211542,1
-0.3582458,-2.834916,8
1.6003096,2.9958923,4
1.4199824,-2.6564684,5
2.6601014,2.135345,9
0.6849787,-1.5374223,8
1.3805656,-2.6145768,8
-1.3130527,-3.5848954,3
28.495209,8.590736,7
0.2451418,2.1897774,6
-8.17797,-4.4181557,0
-2.6810489,-1.2547688,0
-1.3132122,-2.3489141,3
-0.7606791,-1.172993,0
4.572466,-16.621426,2
-2.6982179,11.924848,6
0.5044505,4.100787,6
5.630871,-0.5519731,4
1.5687736,-2.0994434,9
-2.1826487,-3.6426668,3
-0.8858066,-1.3317337,3
0.26248792,-1.7997937,3
0.08319486,0.5611051,2
0.6132745,-12.423337,3
3.716613,5.3760414,9
19.770832,-15.519656,1
1.1654682,-19.275005,2
0.26187068,2.447998,6
1.2271115,-2.8052232,8
-4.5153246,-3.3826876,0
2.6426733,1.4517545,5
1.9640162,7.4183993,6
0.91464484,4.9052625,6
0.76969993,5.67034,6
19.453823,-0.9188547,3
0.79113173,-3.0310924,8
1.958327,-2.4032736,8
0.091681175,0.6285931,2
10.609184,-0.9992565,7
-0.18547982,-3.8739064,5
0.4049645,-2.239555,8
2.9582603,1.694008,9
1.1846741,5.734205,6
59.87618,-36.758045,1
0.86472017,-3.4042716,8
8.183271,15.748877,4
53.499447,-37.482193,1
-0.6138644,0.33690852,2
-0.14434946,-2.2515848,5
-0.61368144,-3.2396114,9
33.399303,-31.313442,1
2.9920635,3.4261422,9
17.724663,12.094454,7
8.012815,-3.4654632,5
3.0835807,2.4846365,4
-2.2915254,-1.3845191,0
0.6287816,-4.004786,8
3.5245938,3.2087824,9
3.2174063,1.2509608,9
41.369534,-33.67934,1
0.24126893,11.209468,0
-1.3001511,-1.0551405,5
-0.7650915,0.28630358,2
-1.7023175,-3.3216045,3
44.5193,10.220563,7
-2.38867,-0.4779873,8
2.9117875,3.3543158,9
2.1259704,1.4691503,4
-1.9648662,-0.7261617,0
0.26854613,1.9657061,6
-1.1330224,-2.3328044,3
4.9772387,7.226216,9
-0.79071903,0.55322903,5
-0.6481651,0.8254156,2
33.871315,-23.42439,1
-0.08065637,0.31992847,3
31.13402,-30.111473,1
-0.008913994,-1.9470099,3
1.5921705,1.9931118,6
-1.2445815,-1.3061855,5
10.768151,-0.8684492,7
16.986143,-2.1453195,4
0.040528074,0.48166716,2
-0.1417397,0.81230664,2
-4.5678635,-2.060978,6
-0.16588734,-1.7395468,3
-0.7835618,1.7900993,2
0.40453327,4.218604,6
0.085478604,-2.6079524,5
2.3927867,1.6831884,4
1.2545261,-1.5183413,8
1.8529991,1.7872528,9
3.3259733,4.1730614,7
11.770178,-28.734585,1
-1.7488742,-3.696073,3
-6.05487,-2.8917542,0
-1.4162011,-2.3744946,3
-2.9926589,-2.8473616,8
1.0174221,2.4445307,3
44.381626,-30.03758,1
2.2738848,2.4541783,9
0.48035824,1.4727594,3
2.7971184,1.9917935,4
3.7019582,5.590619,4
0.6524191,3.0656312,6
5.585901,5.8723884,4
0.21278463,0.7173457,2
32.85457,-25.467432,1
2.0637116,-1.5068359,8
-1.1679176,0.9445826,2
-0.105312645,-2.8251443,5
4.7198815,4.881591,4
1.5307442,-1.8227084,8
-0.29622787,-2.4095821,8
-0.10330927,-3.0950038,4
-3.6034145,-0.89614296,0
-7.0017996,-4.740018,0
2.9689264,-39.712574,2
-0.62802243,-1.0185218,3
-1.4235737,1.3403661,2
2.955673,1.0460311,7
7.8015003,-4.201648,7
-2.094972,-1.2478819,0
0.977734,-3.2019756,8
21.293865,3.8938122,7
3.8691723,1.4956244,4
7.7837677,11.942782,4
2.3681178,2.0124063,7
2.7996397,1.8835093,9
2.1708827,12.622091,6
3.7117705,1.0892277,9
-8.8521,-3.5625095,0
3.7118018,3.4040942,9
0.7240215,-2.4505095,8
-2.640004,-2.2462964,0
3.0808353,1.735739,4
0.24558446,1.7041463,6
-2.0739794,-1.8742685,0
0.8228596,3.6491468,6
-1.1315112,-3.5443091,3
-0.034657866,-2.74772,5
3.138651,2.008804,4
0.54186636,-2.6317725,8
-1.3762017,-2.3508296,3
-0.686509,-0.9039215,3
2.63722,2.1182952,9
-0.668612,-1.4637778,3
0.0773004,-1.9022033,3
1.6558515,-2.3950481,3
26.856495,4.6093893,7
1.5769053,-2.1432965,8
-7.295127,-5.8368473,0
-0.004435487,0.5374091,8
1.9285834,-1.5293425,2
51.874634,-27.560114,1
17.373705,9.349898,7
-4.4894013,-2.6047015,0
1.2025015,5.0989213,6
-2.9840465,-3.4159207,5
-0.295312,-2.3121228,4
-1.5758947,-2.8484795,3
-0.9282778,-1.8513428,8
-4.3951793,-2.2201614,0
3.2878556,1.3471415,9
0.58659947,2.668536,6
-1.3344455,-2.6608307,3
1.1865404,-3.1219065,8
2.2802067,11.775519,0
2.5908473,2.0254316,9
3.547492,5.2544546,9
0.7320307,3.9347022,6
2.0350368,-1.5491645,8
1.4060297,12.83841,6
0.57799506,-2.6785374,8
0.48523876,-2.6811402,5
6.2302203,-0.26511478,7
-1.0179726,-0.9660659,8
1.3252137,4.8961267,6
-6.441167,-4.425555,0
3.2968407,-66.52735,2
0.032467067,3.261826,4
-6.6820416,-4.141691,0
0.12764594,0.75316817,2
1.856103,-13.309952,2
-0.12795115,-0.66269875,3
13.04958,-17.377401,1
2.4963713,3.0202353,9
3.2727785,0.3399186,7
-1.5563569,-1.3423555,5
-0.31170297,-1.7321422,1
-2.6767478,-2.0542474,0
0.1897898,-2.248463,8
4.318579,3.309721,4
0.26450264,3.1258304,6
5.0028133,-52.561848,2
-0.55269057,6.6662064,6
31.735723,3.9527798,7
2.9395103,1.9467295,9
2.2732344,3.584923,3
-0.10867615,3.8193955,2
2.9941483,3.7422523,9
0.6897048,-3.3719838,8
-0.61453134,0.7838091,2
-0.35861152,0.620328,2
4.4757485,6.5697455,9
0.16638929,0.045485973,2
47.758423,20.177225,7
-1.7859595,-3.7779765,3
4.689267,-1.392345,5
3.149342,1.3359802,9
50.94316,-25.86702,1
0.29169273,-2.5052714,8
-4.425911,11.954027,0
-0.038565915,0.58042616,2
-2.4066954,-1.1036677,0
-1.2476282,-1.1377106,5
0.61456585,2.353934,2
45.58732,-25.40621,1
-1.4418207,-3.848116,3
2.205519,2.1366162,7
0.013290044,2.319546,6
28.241959,13.139495,7
47.673393,-31.456585,1
0.18485901,0.66139036,2
-4.7901096,-5.3030996,5
0.30292073,-2.8765829,8
-8.299883,-6.5264215,0
-1.4590358,-2.8946986,3
4.925673,2.620376,7
-0.012239933,-2.3743947,2
3.3962786,2.5632753,4
-1.1242999,-0.73959255,0
2.6061108,3.2935581,9
40.51327,-27.639124,1
3.4417453,-2.9787395,8
2.1726568,15.175825,6
12.081484,2.651306,7
16.320818,-11.455039,7
-0.28492594,-2.3511477,4
-0.44555676,-1.8631266,3
16.204544,-3.501131,4
4.753381,7.991238,9
41.38882,-31.827757,1
8.245867,-0.014777899,9
-0.97376543,-0.8264594,5
47.286724,-32.77063,1
52.094475,7.4671297,7
-1.9686235,-3.572304,3
3.395937,4.902723,9
1.8216509,1.2437216,7
1.053318,5.370356,6
4.302807,5.37862,9
34.45615,-22.02057,1
-0.69143933,-1.3042905,3
1.2365988,2.4649642,7
1.896209,-2.2322512,8
-0.6122737,-1.939224,3
-0.79532266,-2.834106,3
0.26238942,2.7011635,6
2.1522446,1.3348078,7
0.6445904,-66.699394,2
-0.5231773,-3.0639284,8
3.4122448,-1.0948749,5
0.44426978,-1.8404673,8
5.304458,-2.2749567,5
33.632412,-25.878191,1
46.634323,-28.595524,1
3.8249254,3.2170486,4
5.387094,4.5550575,4
-0.39405584,-1.83601,3
81.31056,-38.913654,1
-8.260205,-0.51236725,0
16.00546,2.9589791,7
1.7225653,2.077635,7
-5.5702925,0.0016651154,0
22.174763,9.967731,7
2.7946143,3.5368938,9
2.8375633,1.6803453,4
2.8835936,3.2574062,4
0.7633257,-2.0568006,8
1.288311,-2.8706927,5
-2.2399464,-1.8985143,5
2.482282,2.653373,4
-4.820628,-3.7164478,0
-1.936486,-2.9804816,8
-0.58436865,0.8844209,2
32.54163,-25.186115,1
3.192349,8.543122,0
0.61412543,-2.3657475,8
5.400779,8.070394,4
-2.416067,-3.9566264,5
-8.618795,-6.2576876,0
4.254193,5.5887814,4
-2.265637,-1.2486072,0
0.9977188,3.9738398,6
45.854298,-35.28762,1
4.0668354,2.6122997,7
-0.6189777,-2.522279,3
4.3105793,-52.01068,2
-0.026504405,2.7960844,6
18.334137,9.920779,7
-0.47817823,0.89721686,2
1.184302,7.2779837,6
2.7683835,4.3245068,9
-0.6152915,-1.1854496,3
60.801876,-37.21415,1
5.013985,7.394939,4
0.48421168,11.420561,6
1.6133738,-23.832449,2
-1.2241111,-0.7773814,5
2.1908443,2.7149599,4
3.7283764,-23.065601,2
-9.608933,-1.816453,0
0.39748153,2.1013505,6
-0.83178836,0.6446301,2
21.414797,-20.320374,1
2.5763938,1.8750548,7
-0.60450274,-2.5529904,3
2.7589552,3.2614598,4
48.782402,-39.866203,1
-4.902595,-2.949646,0
-2.7449284,-3.1120505,5
3.9312255,2.1120384,4
-0.70366275,-1.4668272,3
44.239975,-34.295048,1
64.64955,-37.76917,1
7.601529,2.1871912,7
3.3810487,2.2853422,4
4.1672835,1.7967035,9
2.9822648,1.194691,9
3.0851135,0.8958039,4
0.9843906,-2.635126,8
4.922541,8.067685,4
-8.52796,-3.894102,0
-0.779824,1.0337597,2
3.6053112,2.2039258,4
-0.21630073,-3.8301988,5
30.84335,-30.60276,1
39.758488,-27.815582,1
0.2571028,2.7449262,6
5.7164383,2.8331609,4
7.7790174,5.039607,7
47.473316,-30.246027,1
2.9480937,3.3521752,9
2.13119,2.2313523,4
0.028527722,0.5678629,2
3.0042741,5.962961,4
63.40628,-35.707485,1
-0.9194069,-3.227617,5
3.6566706,-1.2778709,5
-1.7027903,-2.7970245,3
-0.645224,-2.7697427,8
-1.7894107,-3.7421181,3
45.383343,-31.05613,1
3.3217883,5.269935,4
-1.8981023,-3.1642547,5
-2.1191566,-2.3006973,6
-0.2813006,-3.8211153,8
2.8034143,2.4193037,9
3.1501102,4.9659104,4
36.998825,-27.327303,1
3.1158333,5.005828,5
-1.4356065,-3.9062526,3
-0.2916269,-3.0478613,8
-3.8177166,-0.60662127,0
0.47012874,1.6794912,3
-0.72037315,1.2500491,2
2.8486032,-1.1046977,5
80.75934,-38.781796,1
-0.039796755,0.82060605,2
-2.0101562,-2.2572718,8
-1.4300177,-2.285013,3
4.5963664,4.4390993,4
3.8681955,6.435401,4
1.2152011,13.736043,0
1.2872636,-2.3488474,8
-0.6133143,-2.8144214,8
-1.3061385,-2.8303356,3
-1.2095833,-2.15524,3
49.789326,-35.94299,1
5.550707,0.82305026,7
-0.68720907,-1.4029143,3
-1.8771551,-2.04349,5
7.097601,1.3013387,9
0.55024266,2.693884,6
-0.8802809,-1.5969998,3
-0.72203064,-59.179035,2
0.68076277,9.366168,6
52.80876,-32.677475,1
-1.4893885,-2.2807026,3
0.17513978,4.264268,6
-5.620411,-3.9406338,0
57.669426,22.681356,7
-1.5076754,0.9717035,2
35.115383,-28.321959,1
21.547253,10.35972,7
42.12866,-29.91541,1
14.98154,-1.3057313,4
4.14958,-50.635807,2
7.6337767,-2.227192,4
-0.44514838,0.47782192,2
31.495436,-22.504734,1
2.428135,1.4482737,7
3.197923,1.758502,9
0.46358028,1.8167744,6
42.97935,-35.27778,1
25.866602,-23.80828,1
0.20498705,-30.116234,2
3.7373962,5.351032,4
-1.2523469,-0.35895586,8
13.799526,-11.829692,1
21.172745,14.760417,7
10.359291,1.7177303,7
4.23899,6.6409087,4
-0.15370677,-2.519846,8
-7.1298366,-0.61317825,0
15.255649,2.9959662,7
-0.825029,-2.3515747,3
28.443054,-28.865345,1
-1.2948744,-2.7613857,3
40.467632,-29.722168,1
-2.2484264,-0.7391286,0
20.548784,10.153446,7
25.915438,-0.72987795,7
-5.348574,-3.483467,0
-0.85387045,-2.587358,3
3.323312,-0.8932576,5
-0.49726683,-0.4794383,5
-1.1676377,0.77927065,2
2.7857869,1.9617317,7
0.67841005,5.092525,6
0.93420607,4.355872,6
3.2208197,3.5804577,9
-1.2308168,0.9265832,2
0.9395851,-5.1162686,8
-0.7537864,-1.4075705,3
-0.030492783,-2.870034,5
0.015309453,-11.522617,2
-0.6142614,0.71421915,2
0.53696525,-2.8335137,5
0.33886683,2.660448,6
-7.292576,-1.1489286,0
0.4102088,-2.2935166,8
-0.55714357,0.5960885,2
3.874088,-0.06010461,9
-1.0060644,0.60488033,2
-0.6315118,-3.8835108,8
-2.7940528,-5.0269203,8
-0.9338895,-4.461902,8
0.44953144,-2.4494224,8
41.6058,-2.2708275,7
2.177062,3.516847,4
3.6333978,1.2854996,9
-0.90816236,-1.4175508,3
-2.527134,-2.123376,0
0.6822318,2.8766227,6
0.6698861,4.787084,6
-0.7113483,-1.3192761,3
-0.69429386,1.0892595,2
37.16374,-25.54906,1
-0.91097075,-1.301307,3
-0.04183624,0.57174754,2
-0.19774082,0.7847863,2
3.9986596,4.4826035,9
-2.1586285,-3.3146675,3
-2.4677393,-2.1096816,0
-7.017848,0.14831352,0
0.19924778,-3.504816,5
0.31993723,-1.4916503,7
-0.77433205,-3.4064412,8
0.7243285,0.3604598,1
4.240795,6.778954,4
1.926317,1.818855,4
1.0175068,4.524217,6
-6.5117064,-4.9406824,0
-0.22432241,0.80257636,2
4.2472553,4.127547,9
27.973766,-26.807852,1
4.227194,1.4592421,4
28.774319,24.44666,7
4.9405737,3.3792372,4
16.666964,3.882783,7
-1.3509843,-2.1388695,3
3.4642172,5.8308544,9
0.95428324,-1.4136536,8
-0.28037468,-1.9145103,8
5.9301124,11.653682,4
26.61671,10.9262085,7
43.15551,-27.145765,1
0.19698007,0.80660605,2
32.263603,-23.73336,1
-0.76404226,0.98349285,2
-0.33341068,0.33123985,2
-1.1941825,-2.5574744,3
7.736079,2.0209038,2
-1.2802436,-2.5049095,3
-0.68094707,0.6235825,2
-0.9529189,-1.7577167,3
3.7156403,4.2602596,9
42.611652,-32.166218,1
5.373635,-1.0898671,7
2.2201178,2.9067435,4
-7.0003185,-5.2153206,0
-1.4393618,-2.429644,3
0.2866525,-3.5414205,5
3.821061,-1.5981781,5
0.051997215,-2.7333524,8
2.19635,11.312151,6
-0.6912776,-3.2018476,3
-0.6857463,-3.13136,2
0.26405078,3.509212,6
31.676365,10.683098,7
0.9419264,4.527134,6
2.7551928,-1.4756802,6
-0.44509473,-2.6369584,3
0.09395103,-0.097060055,2
2.3568716,1.7191458,7
3.2653594,2.3934045,8
42.379074,-26.83176,1
63.318855,-36.073044,1
0.1951457,0.14017695,7
2.7553346,2.3085194,5
1.6373681,6.6292443,6
3.5029123,1.3940138,4
2.1039088,2.3219519,9
-1.5705647,-1.4044049,5
0.15614825,0.50331414,1
-1.5197457,-2.4625373,3
-0.91102767,-1.481929,3
0.516906,-0.48016554,4
2.6067863,-0.034143925,7
1.4495366,-2.0625176,8
2.920493,2.046309,9
33.73404,-25.99729,1
36.525013,-33.877594,1
-2.310935,-0.3587618,6
3.7745306,1.2012384,9
48.01995,-36.90412,1
2.4322066,2.494553,4
4.8153667,2.6456814,4
0.20255849,-3.1040208,5
-0.17522657,-3.25401,4
-10.042759,-2.0306854,0
1.3182918,7.5325117,6
0.10206118,0.7377675,2
-0.3458973,0.48597926,2
-0.46959892,-2.520745,3
12.847167,-10.404233,1
0.014353484,-2.8303673,5
79.28322,-45.189743,1
-0.17496583,0.66474277,2
-5.1986284,-2.0830488,0
-0.3452946,-1.9434259,3
1.3258572,-1.7428815,8
41.6114,-28.561642,1
